City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Cozumel,MX,20.5083,-86.9458,70.95,93,100,15.99,overcast clouds
475,Bunia,CD,1.5667,30.25,68.7,67,100,1.77,light rain
476,Isla Mujeres,MX,21.2311,-86.731,69.17,92,100,12.8,overcast clouds
477,Roald,NO,62.5833,6.1333,41.14,70,100,27.63,light rain
478,Johi,PK,26.6921,67.6133,58.44,63,0,3.4,clear sky
479,Pravia,ES,43.4906,-6.1508,44.89,87,0,11.5,clear sky
480,Port Hedland,AU,-20.3167,118.5667,84.25,79,40,2.3,scattered clouds
481,Soe,ID,-9.8607,124.284,76.1,70,100,4.03,overcast clouds
482,Klaksvik,FO,62.2266,-6.589,36.52,70,84,40.42,broken clouds
483,Kemijarvi,FI,66.7131,27.4306,19.8,96,100,5.97,overcast clouds
484,Husavik,IS,66.0449,-17.3389,28.31,96,100,23.91,snow
485,Wattegama,LK,6.7989,81.4808,74.32,76,100,5.84,overcast clouds
486,Wewak,PG,-3.5534,143.6268,84.81,69,11,2.82,few clouds
487,Poshekhonye,RU,58.4993,39.1353,25.57,98,98,3.49,light snow
488,Champerico,GT,14.3,-91.9167,78.04,70,71,3.58,broken clouds
489,Laela,TZ,-8.5667,32.05,59.4,94,100,2.8,overcast clouds
490,Sioux Lookout,CA,50.1001,-91.917,28.78,93,100,8.05,overcast clouds
491,Tomaszow Lubelski,PL,50.4477,23.4162,39.81,86,92,16.89,overcast clouds
492,Constitucion,CL,-35.3333,-72.4167,60.3,89,25,15.64,scattered clouds
493,Cumberland,US,35.0502,-78.8664,43.3,82,0,0.0,clear sky
494,Sola,VU,-13.8833,167.55,84.87,74,100,9.22,overcast clouds
495,Colares,PT,38.7992,-9.4469,55.89,63,0,5.01,clear sky
496,Winchester,GB,51.0651,-1.3187,50.09,92,75,8.05,broken clouds
497,Valentin Gomez Farias,MX,28.2167,-106.5833,48.81,22,0,7.76,clear sky
498,Kennewick,US,46.2113,-119.1372,56.21,58,100,3.0,overcast clouds
499,Viedma,AR,-40.8135,-62.9967,71.1,65,12,11.74,few clouds
500,Kholbon,RU,51.8833,116.25,-5.17,99,100,1.74,overcast clouds
501,Mahanoro,MG,-19.9,48.8,77.16,94,86,5.99,light rain
502,Varhaug,NO,58.6147,5.6457,44.89,79,100,22.55,overcast clouds
503,Tombouctou,ML,20.0,-3.0,64.67,11,0,11.14,clear sky
504,Diego De Almagro,CL,-26.3667,-70.05,65.08,49,0,3.33,clear sky
505,Evanston,US,42.0411,-87.6901,36.95,75,0,8.05,clear sky
506,Zhangye,CN,38.9342,100.4517,16.05,55,1,4.36,clear sky
507,Altus,US,34.6381,-99.334,62.11,24,0,5.75,clear sky
508,Itarema,BR,-2.9248,-39.9167,79.27,80,47,12.1,scattered clouds
509,Hudson Bay,CA,52.85,-102.3842,17.8,83,100,9.28,overcast clouds
510,Singaraja,ID,-8.112,115.0882,83.97,70,48,1.23,scattered clouds
511,Juneau,US,58.3019,-134.4197,43.21,96,100,16.11,light rain
512,Asau,RO,46.4333,26.4,27.52,86,92,7.56,overcast clouds
513,Bagdarin,RU,54.4333,113.6,-0.02,97,100,1.41,overcast clouds
514,Serabu,SL,7.7958,-12.0536,73.9,89,5,0.78,clear sky
515,Calvinia,ZA,-31.4707,19.776,71.15,23,0,4.83,clear sky
516,Cap Malheureux,MU,-19.9842,57.6142,75.69,80,100,3.0,overcast clouds
517,Taoudenni,ML,22.6783,-3.9836,66.67,13,0,13.58,clear sky
518,Vestmannaeyjar,IS,63.4427,-20.2734,35.78,73,89,13.91,overcast clouds
519,Samarai,PG,-10.6167,150.6667,82.33,77,87,7.07,overcast clouds
520,Kampene,CD,-3.6,26.6667,67.05,98,100,2.28,light rain
521,Banff,CA,51.1762,-115.5698,40.23,48,100,9.22,overcast clouds
522,Lumeje,AO,-11.55,20.7833,63.01,89,100,4.45,overcast clouds
523,Port Macquarie,AU,-31.4333,152.9167,80.89,52,0,6.98,clear sky
524,Terra Santa,BR,-2.1042,-56.4869,75.0,93,100,1.77,overcast clouds
525,Porto Novo,BJ,6.4965,2.6036,82.22,88,43,4.85,scattered clouds
526,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.88,97,100,13.15,moderate rain
527,Nantucket,US,41.2835,-70.0995,41.11,87,75,14.97,broken clouds
528,Kalino,RU,58.2504,57.6085,4.26,94,55,8.12,broken clouds
529,Aykhal,RU,66.0,111.5,-17.59,98,100,4.36,overcast clouds
530,Pinehurst,US,35.1954,-79.4695,41.81,90,0,0.0,clear sky
531,Ayan,RU,56.45,138.1667,11.95,70,100,6.53,overcast clouds
532,Nago,JP,26.5881,127.9761,66.27,70,48,8.72,scattered clouds
533,Rudnya,RU,54.947,31.0934,26.87,96,100,10.04,light snow
534,Pacific Grove,US,36.6177,-121.9166,73.35,60,0,3.44,clear sky
535,Padra,IN,22.2333,73.0833,64.49,88,33,4.61,haze
536,Nador,MA,35.174,-2.9287,59.25,72,100,10.36,overcast clouds
537,Obihiro,JP,42.9172,143.2044,17.01,75,29,3.36,scattered clouds
538,Kimberley,ZA,-28.7323,24.7623,64.09,82,4,5.75,clear sky
539,Sokolniki,PL,50.638,21.8065,43.65,88,28,10.0,scattered clouds
540,Newport,GB,51.5877,-2.9984,50.45,87,100,18.34,overcast clouds
541,Bensonville,LR,6.4461,-10.6125,77.95,85,79,4.14,broken clouds
542,Broome,US,42.2506,-75.833,27.37,74,100,8.05,overcast clouds
543,Brownsburg,US,39.8434,-86.3978,42.58,65,65,4.0,broken clouds
544,Boende,CD,-0.2167,20.8667,72.5,39,37,0.56,scattered clouds
545,Waingapu,ID,-9.6567,120.2641,84.0,68,78,2.19,broken clouds
546,Shiyan,CN,32.6475,110.7781,36.81,63,100,2.48,overcast clouds
547,Qax,AZ,41.4225,46.9242,40.59,45,100,5.26,overcast clouds
548,Kirakira,SB,-10.4544,161.9205,84.24,75,100,13.47,overcast clouds
549,Kenai,US,60.5544,-151.2583,26.69,78,0,19.57,light snow
550,Gotsu,JP,35.0,132.2167,37.54,59,24,5.44,few clouds
551,Beloha,MG,-25.1667,45.05,73.94,88,81,9.84,broken clouds
552,Thung Song,TH,8.1645,99.6804,83.86,100,93,4.63,overcast clouds
553,Norman Wells,CA,65.282,-126.8329,-23.76,57,75,0.0,broken clouds
554,Guerrero Negro,MX,27.9769,-114.0611,66.52,43,11,12.28,few clouds
555,Tukrah,LY,32.5341,20.5791,52.45,55,92,23.06,overcast clouds
556,Kalispell,US,48.1958,-114.3129,39.24,65,75,9.22,broken clouds
557,Kozhva,RU,65.1073,57.0459,7.29,87,16,12.24,few clouds
558,Vitim,RU,59.4511,112.5578,-10.62,99,100,1.77,overcast clouds
559,Honningsvag,NO,70.9821,25.9704,28.4,81,100,27.87,overcast clouds
560,Verkhnyaya Inta,RU,65.9811,60.3094,-3.46,91,24,4.14,few clouds
561,Otse,BW,-25.0167,25.7333,67.37,53,71,1.61,broken clouds
562,Khetri,IN,27.9833,75.8,54.21,94,100,5.03,overcast clouds
563,Port Said,EG,31.2565,32.2841,57.18,82,40,8.05,scattered clouds
564,Chipinge,ZW,-20.1883,32.6236,61.32,77,0,2.66,clear sky
565,Kupang,ID,-10.1667,123.5833,82.9,73,95,2.86,overcast clouds
566,Weinan,CN,34.5036,109.5089,26.29,55,77,1.81,broken clouds
567,Kuantan,MY,3.8077,103.326,75.31,94,40,2.3,scattered clouds
568,Polovinnoye,RU,54.7914,65.9864,11.46,89,36,9.33,scattered clouds
569,Oistins,BB,13.0667,-59.5333,73.49,83,40,11.5,scattered clouds
570,Ritchie,ZA,-29.038,24.6028,65.41,46,7,6.87,clear sky
571,Dargaville,NZ,-35.9333,173.8833,84.11,61,58,10.67,broken clouds
572,Nemuro,JP,43.3236,145.575,23.43,64,4,14.47,clear sky
573,Farafangana,MG,-22.8167,47.8333,76.87,93,81,9.86,light rain
574,Utiel,ES,39.5667,-1.2,43.3,90,0,3.31,clear sky
575,Bull Savanna,JM,17.8868,-77.5902,73.04,84,2,5.93,clear sky
576,Kirovskiy,RU,45.0917,133.5136,13.1,92,85,3.65,overcast clouds
577,Am Timan,TD,11.0297,20.2827,69.96,16,5,6.89,clear sky
578,Viransehir,TR,37.2353,39.7631,41.04,86,34,11.05,scattered clouds
579,Korem,ET,12.5058,39.5228,50.95,82,95,2.33,overcast clouds
580,Turukhansk,RU,65.8167,87.9833,-17.01,92,100,5.68,overcast clouds
581,Reims,FR,49.1667,4.0833,46.18,87,100,5.75,overcast clouds
582,Yarovoye,RU,52.9273,78.58,1.38,100,100,5.93,overcast clouds
583,Letlhakeng,BW,-24.0944,25.0298,75.24,47,86,4.29,overcast clouds
584,Sur,OM,22.5667,59.5289,68.5,56,0,12.24,clear sky
585,Popondetta,PG,-8.7537,148.2534,88.79,57,100,4.9,overcast clouds
586,Rio Gallegos,AR,-51.6226,-69.2181,59.05,38,0,11.5,clear sky
587,Volchanets,RU,42.9131,132.7469,26.76,53,5,1.68,clear sky
588,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,82,40,10.09,scattered clouds
589,Saint-Augustin,CA,51.226,-58.6502,14.97,94,100,13.67,light snow
590,Nara,JP,34.6851,135.8049,44.98,57,9,3.71,clear sky
591,Camana,PE,-16.6228,-72.7111,70.61,79,87,4.18,overcast clouds
592,Kotlas,RU,61.2611,46.6556,16.72,95,100,6.26,light snow
593,Tripoli,LY,32.8752,13.1875,56.19,51,84,13.22,broken clouds
594,Aconibe,GQ,1.2968,10.9369,68.0,99,48,2.33,scattered clouds
595,Kavaratti,IN,10.5669,72.642,78.42,72,100,12.39,overcast clouds
596,Harper,LR,4.375,-7.7169,78.55,85,14,7.18,few clouds
597,Cankuzo,BI,-3.1333,30.5833,58.14,94,50,2.48,scattered clouds
598,Gejiu,CN,23.306,103.1635,42.8,89,67,5.61,broken clouds
599,Rantepao,ID,-2.9701,119.8978,74.5,83,100,1.63,overcast clouds
600,Beruwala,LK,6.4788,79.9828,74.12,75,100,3.42,overcast clouds
601,Kotdwara,IN,29.75,78.5333,51.75,50,100,4.25,overcast clouds
602,Ambilobe,MG,-13.2,49.05,73.54,94,100,3.74,overcast clouds
603,Hervey Bay,AU,-25.2986,152.8535,81.01,61,10,5.01,clear sky
604,Half Moon Bay,US,37.4636,-122.4286,73.31,63,0,9.22,clear sky
605,Pangnirtung,CA,66.1451,-65.7125,-7.4,97,100,4.52,overcast clouds
606,Tocopilla,CL,-22.092,-70.1979,70.3,69,0,9.06,clear sky
607,Calabozo,VE,8.9242,-67.4293,83.98,50,29,4.5,scattered clouds
608,Carutapera,BR,-1.195,-46.02,75.81,92,38,4.23,scattered clouds
609,Baddomalhi,PK,31.9928,74.6683,51.85,85,100,6.85,overcast clouds
610,Lourdes,FR,43.1,-0.05,36.52,87,0,2.3,clear sky
611,Saint-Georges,GD,12.0564,-61.7485,76.68,78,20,3.44,few clouds
612,Krasnyy Chikoy,RU,50.3643,108.7512,5.09,99,100,2.06,overcast clouds
613,Ulaangom,MN,49.9811,92.0667,-25.4,80,51,3.13,broken clouds
614,Denpasar,ID,-8.65,115.2167,83.86,83,20,4.61,few clouds
615,Beira,MZ,-19.8436,34.8389,75.29,88,0,4.61,clear sky
616,Seoul,KR,37.5683,126.9778,29.64,84,20,2.3,few clouds
617,Fairbanks,US,64.8378,-147.7164,6.76,68,75,4.61,broken clouds
618,Acatlan,MX,20.15,-98.45,43.5,90,88,3.36,overcast clouds
619,Mamallapuram,IN,12.6264,80.1722,78.06,73,100,6.87,overcast clouds
620,Jimo,CN,36.3897,120.4622,28.18,86,100,2.24,mist
621,Maniitsoq,GL,65.4167,-52.9,0.55,96,100,21.14,light snow
622,Namibe,AO,-15.1961,12.1522,72.43,83,100,10.58,overcast clouds
623,Port Lincoln,AU,-34.7333,135.8667,69.17,59,100,9.31,overcast clouds
624,Poso,ID,-1.3959,120.7524,78.21,84,100,1.74,overcast clouds
625,Margate,GB,51.3813,1.3862,49.87,82,100,4.0,overcast clouds
626,Karratha,AU,-20.7377,116.8463,87.37,61,16,3.94,few clouds
627,Mogadishu,SO,2.0371,45.3438,75.99,85,62,17.18,broken clouds
628,Maltahohe,NA,-24.8333,16.9833,67.05,76,98,7.11,light rain
629,Sarkand,KZ,45.41,79.9186,16.63,77,56,7.36,broken clouds
630,Pachperwa,IN,27.5167,82.65,52.29,83,4,5.7,clear sky
631,Vikhorevka,RU,56.1201,101.1636,-21.77,99,97,2.95,overcast clouds
632,Moindou,NC,-21.6924,165.677,85.95,85,100,16.71,overcast clouds
633,Dwarahat,IN,29.7833,79.4333,40.19,74,45,3.76,scattered clouds
634,Milici,BA,44.1711,19.0903,31.37,90,100,3.38,overcast clouds
635,Puqi,CN,29.7167,113.8833,36.48,98,100,1.3,overcast clouds
636,Bocana,PH,10.0116,122.7217,81.54,70,62,9.93,broken clouds
637,Warwick,US,41.7001,-71.4162,37.02,78,9,3.0,clear sky
638,Lagoa,PT,39.05,-27.9833,59.18,73,99,13.49,overcast clouds
639,Gaozhou,CN,21.9392,110.8461,58.53,85,100,4.74,overcast clouds
640,Uvat,RU,59.1433,68.8953,0.23,98,20,5.66,few clouds
641,Beboto,TD,8.2668,16.939,70.05,18,5,4.72,clear sky
642,Khandbari,NP,27.3747,87.2039,45.81,74,35,2.66,scattered clouds
643,Pirapo,PY,-26.85,-55.5333,66.83,51,0,2.66,clear sky
644,San Patricio,US,28.017,-97.5169,60.78,44,0,8.88,clear sky
645,Bosansko Grahovo,BA,44.1794,16.3639,27.86,71,3,3.29,clear sky
646,Berlevag,NO,70.8578,29.0864,22.95,85,99,19.1,overcast clouds
647,Bilma,NE,18.6853,12.9164,63.54,10,0,6.67,clear sky
648,Floro,NO,61.5996,5.0328,39.24,87,75,18.41,broken clouds
649,Jalu,LY,29.0331,21.5482,51.89,50,5,12.55,clear sky
650,Leh,IN,34.1667,77.5833,-4.18,85,99,2.46,overcast clouds
651,Aksarka,RU,66.5606,67.7975,-6.12,99,100,11.72,overcast clouds
652,Sujiatun,CN,41.6592,123.3392,24.98,58,0,4.47,clear sky
653,Limbang,MY,4.75,115.0,80.91,84,96,1.03,overcast clouds
654,Morwell,AU,-38.2333,146.4,75.04,30,78,1.74,broken clouds
655,Kilifi,KE,-3.6305,39.8499,77.38,89,9,6.78,clear sky
656,Berdigestyakh,RU,62.0989,126.6992,-30.5,99,94,0.92,overcast clouds
657,Clearlake,US,38.9582,-122.6264,66.78,39,0,3.58,clear sky
658,Chanderi,IN,24.7167,78.1333,60.67,35,58,3.51,broken clouds
659,Maralal,KE,1.0968,36.698,59.31,56,4,7.34,clear sky
660,Forest Grove,US,45.5198,-123.1107,52.97,79,20,3.44,few clouds
661,Ossora,RU,59.2353,163.0719,8.58,93,100,7.07,light snow
662,Ovsyanka,RU,55.9575,92.5519,-16.78,100,100,2.08,overcast clouds
663,Barinas,VE,8.6226,-70.2075,83.89,74,99,4.61,overcast clouds
664,Caraballeda,VE,10.6112,-66.8522,76.59,89,99,10.58,overcast clouds
665,Amapa,BR,1.0,-52.0,71.89,98,72,2.17,broken clouds
666,San Luis,AR,-33.295,-66.3356,74.05,36,18,7.45,few clouds
667,Jerantut,MY,3.936,102.3626,74.46,96,100,2.01,overcast clouds
668,Pinega,RU,64.7001,43.3936,17.49,94,94,8.77,overcast clouds
669,Meadow Lake,US,34.8014,-106.5436,46.47,38,75,6.29,broken clouds
670,Shache,CN,38.4167,77.2406,30.7,52,100,4.74,overcast clouds
671,Nuuk,GL,64.1835,-51.7216,7.88,65,100,18.99,overcast clouds
672,Porto Velho,BR,-8.7619,-63.9039,75.25,94,40,1.14,moderate rain
673,Birmitrapur,IN,22.4,84.7667,56.46,50,0,2.64,clear sky
674,Kissidougou,GN,9.1848,-10.0999,70.2,24,2,1.41,clear sky
675,Vanimo,PG,-2.6741,141.3028,84.87,69,32,4.38,scattered clouds
676,Lewiston,US,44.1003,-70.2148,36.75,97,100,1.01,light rain
677,Qui Nhon,VN,13.7667,109.2333,75.16,88,99,6.69,overcast clouds
678,Matamoros,MX,25.5333,-103.25,52.48,29,0,6.31,clear sky
679,Marechal Floriano,BR,-20.4128,-40.6831,72.05,98,100,3.06,heavy intensity rain
680,Inuvik,CA,68.3499,-133.7218,-34.56,67,20,3.44,few clouds
681,El Alto,PE,-4.2714,-81.2147,71.17,76,89,8.19,overcast clouds
682,Esmeraldas,BR,-19.7625,-44.3139,71.91,97,100,3.02,overcast clouds
683,Nioki,CD,-2.7167,17.6833,73.4,70,100,2.82,overcast clouds
684,Winnipeg,CA,49.8844,-97.147,35.58,87,75,23.02,broken clouds
685,La Paz,BO,-16.5,-68.15,53.58,71,75,9.22,broken clouds
686,North Bend,US,43.4065,-124.2243,57.92,91,0,23.02,clear sky
687,Cukai,MY,4.25,103.4167,77.0,90,100,4.97,overcast clouds
688,Gradsko,MK,41.5775,21.9428,36.54,71,9,4.94,clear sky
689,Kaeo,NZ,-35.1,173.7833,75.33,96,31,10.36,scattered clouds
690,Korla,CN,41.7597,86.1469,22.14,55,100,3.2,overcast clouds
691,Goderich,CA,43.7501,-81.7165,23.92,74,20,8.05,few clouds
692,Sinnamary,GF,5.3833,-52.95,76.8,85,29,5.99,scattered clouds
693,Kharp,RU,66.8014,65.8081,-12.23,100,100,3.31,overcast clouds
694,Dromolaxia,CY,34.8761,33.586,60.98,82,40,13.8,scattered clouds
695,Santa Ana,US,33.7456,-117.8678,82.08,23,20,6.91,few clouds
696,Kysyl-Syr,RU,63.8986,122.7617,-41.39,99,99,1.39,overcast clouds
697,Dong Xoai,VN,11.5333,106.9167,76.78,80,100,3.15,overcast clouds
698,Hilpoltstein,DE,49.19,11.1886,43.39,87,95,4.92,overcast clouds
699,Susanville,US,40.4163,-120.653,55.24,28,0,5.75,clear sky
700,Vardo,NO,70.3705,31.1107,26.74,80,79,18.92,broken clouds
701,Careiro Da Varzea,BR,-3.2003,-59.8119,77.61,92,100,2.66,overcast clouds
702,Mmabatho,ZA,-25.85,25.6333,67.8,59,44,2.84,scattered clouds
703,Dakar,SN,14.6937,-17.4441,72.48,88,0,6.91,clear sky
704,Khani,GE,41.9563,42.9566,36.97,79,100,7.25,overcast clouds
705,Kishapu,TZ,-3.6167,33.8667,63.77,93,33,1.99,light rain
706,Qiryat Shemona,IL,33.2073,35.5721,57.0,56,58,3.49,broken clouds
707,Quelimane,MZ,-17.8786,36.8883,71.82,94,8,3.15,clear sky
708,Jinchang,CN,38.4953,102.1739,16.88,50,0,5.64,clear sky
709,Kidal,ML,18.4411,1.4078,67.24,9,0,7.67,clear sky
710,Bose,IT,45.4612,8.0137,51.73,50,8,2.26,clear sky
711,Butembo,CD,0.15,29.2833,59.14,78,73,2.42,light rain
